,link,metro,price_meter,index,desc,price,address,pub_datetime
7340,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7339,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6472,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6471,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1908,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1907,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3056,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3055,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8180,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8179,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6276,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6275,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2188,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2187,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4148,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4147,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8292,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8291,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5268,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5267,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3840,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3839,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4484,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4483,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7816,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7815,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4540,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4539,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7844,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7843,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5884,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5883,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7312,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7311,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7928,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7927,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5800,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5799,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4904,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4903,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3476,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3475,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6304,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6303,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3028,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3027,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2132,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2131,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4260,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4259,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4176,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4175,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7144,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7143,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1936,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1935,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6444,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6443,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2888,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2887,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7172,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7171,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4960,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4959,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5128,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5127,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3392,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3391,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8488,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8487,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8096,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8095,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6668,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6667,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3700,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3699,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8544,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8543,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6864,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6863,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2440,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2439,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4652,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4651,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6052,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6051,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1572,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1571,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5380,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5379,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3196,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3195,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7536,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7535,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1712,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1711,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2636,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2635,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4848,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4847,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6696,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6695,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5464,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5463,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3308,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3307,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3644,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3643,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2664,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2663,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2692,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2691,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5100,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5099,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6024,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6023,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8012,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8011,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1544,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1543,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6640,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6639,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4428,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4427,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5016,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5015,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3952,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3951,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4596,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4595,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3924,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3923,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4344,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4343,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6164,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6163,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6892,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6891,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2412,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2411,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7676,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7675,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1740,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1739,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4036,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4035,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7508,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7507,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2384,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2383,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6836,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6835,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3280,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3279,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6724,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6723,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5044,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5043,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3224,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3223,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2580,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2579,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7620,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7619,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8572,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8571,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4624,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4623,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2524,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2523,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3252,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3251,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5408,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5407,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6780,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6779,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1656,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1655,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1628,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1627,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
3672,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),3671,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7592,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7591,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6752,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6751,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
6108,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),6107,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4372,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4371,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5436,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5435,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
4400,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),4399,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
2972,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),2971,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
7648,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),7647,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
8404,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),8403,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
5688,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),5687,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
1600,https://www.cian.ru/rent/flat/226158748/,ЦСКА,Комм.платеживключены(безсчётчиков),1599,"1-комн. кв., 32 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 14:18:00
