,link,metro,price_meter,index,desc,price,address,pub_datetime
6172,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6171,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7516,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7515,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2588,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2587,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3176,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3175,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2504,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2503,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7572,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7571,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6312,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6311,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7208,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7207,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3008,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3007,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7124,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7123,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5696,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5695,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2168,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2167,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2056,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2055,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6144,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6143,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3680,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3679,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6284,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6283,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3204,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3203,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6760,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6759,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2532,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2531,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5220,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5219,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
4044,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),4043,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5360,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5359,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2112,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2111,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7152,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7151,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3092,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3091,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3876,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3875,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3120,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3119,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
1860,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),1859,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
4212,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),4211,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6256,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6255,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
1692,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),1691,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6788,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6787,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2140,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2139,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5724,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5723,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3652,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3651,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6200,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6199,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3624,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3623,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5752,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5751,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3148,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3147,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3064,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3063,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7180,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7179,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6676,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6675,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6340,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6339,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
1664,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),1663,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6088,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6087,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7488,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7487,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3260,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3259,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3904,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3903,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7600,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7599,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
4184,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),4183,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5248,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5247,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6424,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6423,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2896,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2895,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3568,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3567,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6060,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6059,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3288,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3287,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5808,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5807,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
1776,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),1775,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7544,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7543,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7264,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7263,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2000,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),1999,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5556,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5555,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6452,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6451,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6844,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6843,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2448,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2447,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2616,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2615,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3596,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3595,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6704,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6703,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6396,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6395,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6816,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6815,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2980,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2979,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
4016,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),4015,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3848,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3847,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5500,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5499,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5780,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5779,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6368,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6367,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
6116,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),6115,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
1748,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),1747,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3232,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3231,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
4072,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),4071,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7236,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7235,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5388,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5387,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
7096,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),7095,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2952,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2951,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5332,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5331,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2028,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2027,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2196,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2195,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
3708,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),3707,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2476,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2475,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
5668,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),5667,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2924,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2923,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
2812,https://www.cian.ru/rent/flat/225646516/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),2811,"1-комн. кв., 36 м², 2/16 этаж",35000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 3К1А",2020-03-14 16:28:00
